,x,y,class
0,0.6290619608337669,-0.4726851451384945,0
1,0.28866693823327616,0.8677327923322592,1
2,-0.753508993523612,-0.20916835545866166,2
3,-0.5442042996867101,0.4689703214810179,1
4,-0.7255287291663818,0.5590922869221648,2
5,-0.4302955820148676,-0.9151903482262294,2
6,0.6743804309442011,-0.16816930853038203,0
7,-0.01076432237028081,-0.6242331942596783,2
8,-0.19621869847885584,-0.3039238736448528,1
9,0.9477173005744922,0.49429277945120587,1
10,0.6940711146957571,-0.662876109852885,0
11,-0.6259522729335891,-0.30385563046094677,2
12,0.7004187860518619,-0.16180527531226832,0
13,-0.024086401601088308,-0.11797882651123989,1
14,-0.7636257171729266,0.500052095044761,2
15,-0.08491579676006689,-0.42176518107765687,2
16,0.15186525449986008,-0.8547505802619828,0
17,-0.948980070364302,-0.15854945518287286,2
18,0.2867544555854689,-0.37767444641970993,0
19,0.293853439169195,-0.24928359239637357,0
20,0.13745072770345987,0.13861770285245975,0
21,0.9887118066812589,-0.4848926371199023,0
22,0.058251816692420216,0.7488726017733773,1
23,-0.8870586064469805,-0.5121445389107603,2
24,-0.006041351738676893,-0.8124434629420348,2
25,-0.9390053836319866,0.469542369885037,2
26,-0.7363893583737599,0.8790711636103739,2
27,-0.09308625146798041,0.6877265182105401,1
28,-0.1646375340348602,-0.7373062741668864,2
29,-0.12359417771421256,-0.9180206707692595,2
30,0.27762311438358445,0.5748001330054273,1
31,0.293489007282044,0.18301834699550074,0
32,0.9323207872905386,0.310350612582114,1
33,0.6066533711622107,0.3752280283031253,1
34,0.36657297694920316,-0.13201571659908604,0
35,-0.5163533327130473,0.1703837807819053,1
36,0.9304816970594906,-0.7496267168491454,0
37,-0.5662930399301447,0.8689521998907114,2
38,-0.7607610654721029,0.49387965931197336,2
39,0.2820201074377292,-0.2627673739939459,0
40,0.5802134338265685,0.3252338628811131,1
41,-0.980837652308015,-0.7324287278790004,2
42,-0.6127027937019393,0.10580796216615311,2
43,0.5428253366018272,-0.34274202874967585,0
44,0.41561256095815735,0.6238288570119366,1
45,-0.7325341768382834,0.3908488178035548,2
46,0.4187121195933604,0.002462745464706523,0
47,0.08519124797684792,-0.7892902095984027,0
48,-0.7489502908852985,-0.36337685901657096,2
49,-0.5183036590788863,0.1251180238930184,1
50,0.6135150025286412,-0.32075192495356347,0
51,-0.1288409376984117,0.08149434311168292,0
52,-0.9765445019335814,-0.6265566895863411,2
53,0.7707403216194357,0.9679562759703593,1
54,0.5011386979491256,-0.8799391130783453,0
55,0.43218107221334495,0.8181832358032636,1
56,-0.3063898483083364,-0.6552911506210668,2
57,0.30982635555713295,0.22028718136007297,0
58,-0.20780569350406133,0.36943680063311857,1
59,-0.6970071696344684,-0.28566043194727736,2
60,-0.1362161164276286,-0.049758411346572454,1
61,-0.10233910124845629,-0.5128855348868114,2
62,0.6266840975046459,0.9935043871218209,1
63,-0.05693197698475058,-0.016800623682997198,0
64,-0.2986641206045352,0.3075670669128592,1
65,-0.16304218968362244,-0.4423073002388862,2
66,-0.6353878844862361,-0.5443211985829552,2
67,0.9593297272946085,0.4248291513789516,1
68,-0.7269848412723179,-0.31261067108135027,2
69,-0.022769070247678495,-0.14100137426731377,1
70,-0.20257395409773166,0.22114063377201304,1
71,0.30905712059018864,-0.1027304925851487,0
72,-0.42312451306235505,0.7811428984295635,1
73,0.37620391121712754,0.34441054835168106,0
74,0.3799049050320049,-0.48658725323945407,0
75,0.7750008996953486,-0.5602613328616596,0
76,0.29369499164233276,0.44340309935447475,1
77,0.38954054483545975,0.26970492242448146,0
78,-0.9899702860828556,0.24499917684920672,2
79,-0.21572936524674718,-0.48446349363024166,2
80,-0.3899756714604078,-0.7816939227666215,2
81,0.7585820654685466,0.6023227769556824,1
82,-0.40533129669640494,0.14228416230867696,1
83,0.19315787988676603,-0.6092452888162571,0
84,0.18801862594777702,0.1852985307905519,0
85,-0.4714977150248209,-0.31588193793101416,2
86,0.7544584204863828,-0.2358582363586654,0
87,-0.14073606331662702,-0.9714878345297076,2
88,0.9186057409163914,0.7402406449914696,1
89,-0.3712261618889116,0.24392395968525488,1
90,0.7248311752170113,-0.5726673342347213,0
91,-0.3606927419476589,0.10789579121651753,1
92,-0.16335822214957735,-0.07372340621296201,1
93,0.8543033990346272,0.88099373358233,1
94,-0.03265337504056461,0.9483660317460698,1
95,-0.9664578979579351,0.4406678553095385,2
96,0.18650786303123254,-0.6743827867348762,0
97,0.24408980091983845,-0.11907248232365959,0
98,0.525724331545898,-0.37439019119527633,0
99,0.8698234741455649,-0.8192266301389016,0
100,0.5794661318411697,0.9225502509093069,1
101,-0.22724397961657944,-0.18860122292468426,1
102,0.13205418346196673,0.26228052669242163,0
